;** RIFORNIMENTI DA DEPOSITI AL: 29/11/2017 **
 
Codice;Descrizione;Q.ta rifornimento;in arrivo LBX (PZ);da TRI;(in pallet);in arrivo (PZ);da PAR;(in pallet);in arrivo (PZ);da CAS;(in pallet);in arrivo (PZ);Mancante
008734;TEXACO GEAR LS 85W90 LT.208   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009827;TEXACO ENGINE KITS            ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009826;TEXACO DISPOSABLE SEAL COVER  ;          3;         0;         3;         1;         0;         0;         1;         0;         0;         1;         0;          0
008840;TEXACO CLARITY SY HYD AW LT208;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009508;TEXACO CARTELLINI CAMBIO OLIO ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009962;TAMOIL TAMHYDRO HVI 32 LT.20  ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008039;TAMOIL BLOWER OIL 100 LT.205  ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009517;SYNECO AIR 2000 NSF LT.25     ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
012594;SHELL RIMULA R4X 15W40 LT. 208;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
011546;PRISTA UHPD 5W30 LT.210       ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
015212;ORLEN PL CLAS SYNT 5W40 LT.60 ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
010588;MOBIL SHC 634 LT.20           ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009372;GOODYEAR 255/60 R18 112V      ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009094;FASCIA PREZZO € 2,00 - ADDITIV;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008423;CEPSA XTAR MEGA TECH DPF LT.4 ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
013439;CEPSA STAR SYNT 5W30 LT. 5    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
010137;CEPSA AVANT 20W50 LT.5        ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
005856;CEPSA AVANT 10W30 SYNT LT.1   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009480;CASTROL MAG  5W30 A5 LT208    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
014136;BULK LUBRONEAT 10 RT KG.180   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
010323;BULK GR TEKAL 2 KG 5          ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
011939;BRIGESTONE 215/60 R 17        ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
015106;ASCIUGACAPELLI 2200W C/IONIZZA;          0;     2.376;         0;         1;       360;         0;         1;         0;         0;         1;         0;          0
